"Road using [note 1] vehicles registered for the first time by body type and fuel type [note 2], Great Britain from January 2001; also United Kingdom from July 2014",,,,,,,,,,,,,,,,,,
Table VEH1153a,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [low] = a low figure but not a real zero.",,,,,,,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas [note 5],Other fuel types [note 6],Total,Plug-in [note 7],Zero emission [note 8]
Great Britain,Quarterly,2002 Q3 (July to September),Percentage of total,Light goods vehicles,5.0,94.5,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Quarterly,2002 Q4 (October to December),Percentage of total,Light goods vehicles,4.6,94.9,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Quarterly,2003 Q1 (January to March),Percentage of total,Light goods vehicles,3.4,95.7,[low],[low],[low],[low],[low],[low],[low],0.9,[low],100.0,[low],[low]
Great Britain,Quarterly,2003 Q2 (April to June),Percentage of total,Light goods vehicles,3.6,95.3,[low],[low],[low],[low],0.1,[low],[low],1.0,[low],100.0,0.1,0.1
Great Britain,Quarterly,2003 Q3 (July to September),Percentage of total,Light goods vehicles,4.0,95.0,[low],[low],[low],[low],[low],[low],[low],1.0,[low],100.0,[low],[low]
Great Britain,Quarterly,2003 Q4 (October to December),Percentage of total,Light goods vehicles,3.7,95.4,[low],[low],[low],[low],0.1,[low],[low],0.8,[low],100.0,0.1,0.1
Great Britain,Quarterly,2004 Q1 (January to March),Percentage of total,Light goods vehicles,3.5,95.7,[low],[low],[low],[low],[low],[low],[low],0.8,[low],100.0,[low],[low]
Great Britain,Quarterly,2004 Q2 (April to June),Percentage of total,Light goods vehicles,3.4,96.1,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Quarterly,2004 Q3 (July to September),Percentage of total,Light goods vehicles,3.5,96.1,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Quarterly,2004 Q4 (October to December),Percentage of total,Light goods vehicles,3.2,96.3,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Quarterly,2005 Q1 (January to March),Percentage of total,Light goods vehicles,3.2,96.1,[low],[low],[low],[low],[low],[low],[low],0.7,[low],100.0,[low],[low]
Great Britain,Quarterly,2005 Q2 (April to June),Percentage of total,Light goods vehicles,3.1,96.4,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Quarterly,2005 Q3 (July to September),Percentage of total,Light goods vehicles,3.6,96.1,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Quarterly,2005 Q4 (October to December),Percentage of total,Light goods vehicles,2.8,96.8,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Quarterly,2006 Q1 (January to March),Percentage of total,Light goods vehicles,1.9,97.9,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Quarterly,2006 Q2 (April to June),Percentage of total,Light goods vehicles,2.2,97.5,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Quarterly,2006 Q3 (July to September),Percentage of total,Light goods vehicles,2.3,97.4,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Quarterly,2006 Q4 (October to December),Percentage of total,Light goods vehicles,2.1,97.7,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2007 Q1 (January to March),Percentage of total,Light goods vehicles,1.6,98.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],100.0,[low],[low]
Great Britain,Quarterly,2007 Q2 (April to June),Percentage of total,Light goods vehicles,2.0,97.8,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2007 Q3 (July to September),Percentage of total,Light goods vehicles,2.2,97.7,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2007 Q4 (October to December),Percentage of total,Light goods vehicles,2.0,97.9,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2008 Q1 (January to March),Percentage of total,Light goods vehicles,1.9,98.0,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2008 Q2 (April to June),Percentage of total,Light goods vehicles,2.2,97.7,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2008 Q3 (July to September),Percentage of total,Light goods vehicles,2.2,97.6,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2008 Q4 (October to December),Percentage of total,Light goods vehicles,2.1,97.8,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2009 Q1 (January to March),Percentage of total,Light goods vehicles,1.9,97.9,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2009 Q2 (April to June),Percentage of total,Light goods vehicles,2.5,97.2,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2009 Q3 (July to September),Percentage of total,Light goods vehicles,2.3,97.5,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2009 Q4 (October to December),Percentage of total,Light goods vehicles,2.3,97.6,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Quarterly,2010 Q1 (January to March),Percentage of total,Light goods vehicles,1.5,98.4,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2010 Q2 (April to June),Percentage of total,Light goods vehicles,2.0,97.6,[low],[low],[low],[low],0.2,[low],[low],0.1,[low],100.0,0.2,0.2
Great Britain,Quarterly,2010 Q3 (July to September),Percentage of total,Light goods vehicles,1.6,98.2,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2010 Q4 (October to December),Percentage of total,Light goods vehicles,1.4,98.4,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2011 Q1 (January to March),Percentage of total,Light goods vehicles,0.8,99.0,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2011 Q2 (April to June),Percentage of total,Light goods vehicles,1.3,98.6,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2011 Q3 (July to September),Percentage of total,Light goods vehicles,1.3,98.5,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Quarterly,2011 Q4 (October to December),Percentage of total,Light goods vehicles,1.1,98.7,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2012 Q1 (January to March),Percentage of total,Light goods vehicles,1.2,98.6,[low],[low],[low],[low],0.2,[low],[low],0.1,[low],100.0,0.2,0.2
Great Britain,Quarterly,2012 Q2 (April to June),Percentage of total,Light goods vehicles,1.2,98.4,[low],[low],[low],[low],0.2,[low],[low],0.2,[low],100.0,0.2,0.2
Great Britain,Quarterly,2012 Q3 (July to September),Percentage of total,Light goods vehicles,1.2,98.5,[low],[low],[low],[low],0.2,[low],[low],[low],[low],100.0,0.2,0.2
Great Britain,Quarterly,2012 Q4 (October to December),Percentage of total,Light goods vehicles,1.3,98.5,[low],[low],[low],[low],0.2,[low],[low],[low],[low],100.0,0.2,0.2
Great Britain,Quarterly,2013 Q1 (January to March),Percentage of total,Light goods vehicles,1.3,98.6,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2013 Q2 (April to June),Percentage of total,Light goods vehicles,1.4,98.4,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2013 Q3 (July to September),Percentage of total,Light goods vehicles,1.6,98.3,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2013 Q4 (October to December),Percentage of total,Light goods vehicles,1.5,98.4,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2014 Q1 (January to March),Percentage of total,Light goods vehicles,1.1,98.8,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Quarterly,2014 Q2 (April to June),Percentage of total,Light goods vehicles,1.5,98.1,[low],[low],[low],[low],0.4,[low],[low],[low],[low],100.0,0.4,0.4
Great Britain,Quarterly,2014 Q3 (July to September),Percentage of total,Light goods vehicles,1.4,98.3,[low],[low],[low],[low],0.2,[low],[low],[low],[low],100.0,0.2,0.2
Great Britain,Quarterly,2014 Q4 (October to December),Percentage of total,Light goods vehicles,1.2,98.4,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2015 Q1 (January to March),Percentage of total,Light goods vehicles,1.0,98.7,[low],[low],0.1,[low],0.2,[low],[low],[low],[low],100.0,0.3,0.2
Great Britain,Quarterly,2015 Q2 (April to June),Percentage of total,Light goods vehicles,1.3,98.4,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2015 Q3 (July to September),Percentage of total,Light goods vehicles,1.7,98.0,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2015 Q4 (October to December),Percentage of total,Light goods vehicles,1.1,98.6,[low],[low],[low],[low],0.2,[low],[low],[low],[low],100.0,0.3,0.2
Great Britain,Quarterly,2016 Q1 (January to March),Percentage of total,Light goods vehicles,1.1,98.6,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2016 Q2 (April to June),Percentage of total,Light goods vehicles,1.4,98.2,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2016 Q3 (July to September),Percentage of total,Light goods vehicles,1.3,98.4,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2016 Q4 (October to December),Percentage of total,Light goods vehicles,1.2,98.5,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2017 Q1 (January to March),Percentage of total,Light goods vehicles,1.1,98.6,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.4,0.3
Great Britain,Quarterly,2017 Q2 (April to June),Percentage of total,Light goods vehicles,1.7,98.0,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.3,0.3
Great Britain,Quarterly,2017 Q3 (July to September),Percentage of total,Light goods vehicles,1.9,97.7,[low],[low],[low],[low],0.4,[low],[low],[low],[low],100.0,0.4,0.4
Great Britain,Quarterly,2017 Q4 (October to December),Percentage of total,Light goods vehicles,1.5,98.0,[low],[low],[low],[low],0.4,[low],[low],[low],[low],100.0,0.4,0.4
Great Britain,Quarterly,2018 Q1 (January to March),Percentage of total,Light goods vehicles,1.8,97.6,[low],[low],0.1,[low],0.5,[low],[low],[low],[low],100.0,0.5,0.5
Great Britain,Quarterly,2018 Q2 (April to June),Percentage of total,Light goods vehicles,2.2,97.4,[low],[low],[low],[low],0.3,[low],[low],[low],[low],100.0,0.4,0.3
Great Britain,Quarterly,2018 Q3 (July to September),Percentage of total,Light goods vehicles,2.3,97.3,[low],[low],[low],[low],0.4,[low],[low],[low],[low],100.0,0.4,0.4
Great Britain,Quarterly,2018 Q4 (October to December),Percentage of total,Light goods vehicles,1.7,97.7,[low],[low],[low],[low],0.5,[low],[low],[low],[low],100.0,0.5,0.5
Great Britain,Quarterly,2019 Q1 (January to March),Percentage of total,Light goods vehicles,1.9,97.4,[low],[low],[low],[low],0.7,[low],[low],[low],[low],100.0,0.7,0.7
Great Britain,Quarterly,2019 Q2 (April to June),Percentage of total,Light goods vehicles,2.3,96.9,[low],[low],0.1,[low],0.8,[low],[low],[low],[low],100.0,0.8,0.8
Great Britain,Quarterly,2019 Q3 (July to September),Percentage of total,Light goods vehicles,2.0,97.0,[low],[low],[low],[low],0.9,[low],[low],[low],[low],100.0,1.0,0.9
Great Britain,Quarterly,2019 Q4 (October to December),Percentage of total,Light goods vehicles,2.0,96.4,[low],[low],0.1,[low],1.6,[low],[low],[low],[low],100.0,1.6,1.6
Great Britain,Quarterly,2020 Q1 (January to March),Percentage of total,Light goods vehicles,2.6,95.3,[low],[low],0.1,[low],1.9,[low],[low],[low],[low],100.0,2.1,1.9
Great Britain,Quarterly,2020 Q2 (April to June),Percentage of total,Light goods vehicles,1.3,96.9,[low],[low],0.2,[low],1.5,0.1,[low],[low],[low],100.0,1.7,1.5
Great Britain,Quarterly,2020 Q3 (July to September),Percentage of total,Light goods vehicles,1.8,96.5,[low],[low],0.1,[low],1.5,0.1,[low],[low],[low],100.0,1.7,1.5
Great Britain,Quarterly,2020 Q4 (October to December),Percentage of total,Light goods vehicles,1.8,95.2,0.1,0.1,0.1,[low],2.6,0.2,[low],[low],[low],100.0,2.8,2.6
Great Britain,Quarterly,2021 Q1 (January to March),Percentage of total,Light goods vehicles,1.7,95.2,[low],0.1,0.1,[low],2.7,0.3,[low],[low],[low],100.0,3.0,2.7
Great Britain,Quarterly,2021 Q2 (April to June),Percentage of total,Light goods vehicles,1.8,95.0,[low],0.3,[low],[low],2.7,0.3,[low],[low],[low],100.0,3.0,2.7
Great Britain,Quarterly,2021 Q3 (July to September),Percentage of total,Light goods vehicles,2.4,93.9,[low],0.3,[low],[low],3.2,0.3,[low],[low],[low],100.0,3.5,3.2
Great Britain,Quarterly,2021 Q4 (October to December),Percentage of total,Light goods vehicles,1.8,91.4,[low],0.3,[low],[low],6.1,0.4,[low],[low],[low],100.0,6.5,6.1
Great Britain,Quarterly,2022 Q1 (January to March),Percentage of total,Light goods vehicles,2.7,91.1,[low],0.2,[low],[low],5.8,0.2,[low],[low],[low],100.0,6.0,5.8
Great Britain,Quarterly,2022 Q2 (April to June),Percentage of total,Light goods vehicles,3.0,91.0,[low],0.1,[low],[low],5.5,0.2,[low],[low],[low],100.0,5.8,5.5
Great Britain,Quarterly,2022 Q3 (July to September),Percentage of total,Light goods vehicles,2.6,91.7,0.2,0.2,[low],[low],5.1,0.2,[low],[low],[low],100.0,5.3,5.1
Great Britain,Monthly,January 2001,Percentage of total,Light goods vehicles,5.6,94.0,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Monthly,February 2001,Percentage of total,Light goods vehicles,5.2,93.8,[low],[low],[low],[low],[low],[low],[low],1.0,[low],100.0,[low],[low]
Great Britain,Monthly,March 2001,Percentage of total,Light goods vehicles,3.9,95.9,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Monthly,April 2001,Percentage of total,Light goods vehicles,3.9,95.8,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Monthly,May 2001,Percentage of total,Light goods vehicles,3.9,95.9,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,June 2001,Percentage of total,Light goods vehicles,4.2,95.6,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,July 2001,Percentage of total,Light goods vehicles,4.5,95.3,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Monthly,August 2001,Percentage of total,Light goods vehicles,5.1,94.4,[low],[low],[low],[low],0.1,[low],[low],0.4,[low],100.0,0.1,0.1
Great Britain,Monthly,September 2001,Percentage of total,Light goods vehicles,3.9,95.6,[low],[low],[low],[low],0.1,[low],[low],0.4,[low],100.0,0.1,0.1
Great Britain,Monthly,October 2001,Percentage of total,Light goods vehicles,4.0,95.3,[low],[low],[low],[low],0.1,[low],[low],0.6,[low],100.0,0.1,0.1
Great Britain,Monthly,November 2001,Percentage of total,Light goods vehicles,3.7,95.6,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,December 2001,Percentage of total,Light goods vehicles,4.5,94.7,[low],[low],[low],[low],0.1,[low],[low],0.8,[low],100.0,0.1,0.1
Great Britain,Monthly,January 2002,Percentage of total,Light goods vehicles,3.9,95.7,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,February 2002,Percentage of total,Light goods vehicles,4.6,94.9,[low],[low],[low],[low],0.1,[low],[low],0.4,[low],100.0,0.1,0.1
Great Britain,Monthly,March 2002,Percentage of total,Light goods vehicles,4.1,95.5,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,April 2002,Percentage of total,Light goods vehicles,3.9,95.8,[low],[low],[low],[low],0.1,[low],[low],0.3,[low],100.0,0.1,0.1
Great Britain,Monthly,May 2002,Percentage of total,Light goods vehicles,3.8,95.9,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Monthly,June 2002,Percentage of total,Light goods vehicles,4.1,95.4,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Monthly,July 2002,Percentage of total,Light goods vehicles,4.9,94.1,[low],[low],[low],[low],[low],[low],[low],0.9,[low],100.0,[low],[low]
Great Britain,Monthly,August 2002,Percentage of total,Light goods vehicles,6.5,92.8,[low],[low],[low],[low],0.1,[low],[low],0.5,0.1,100.0,0.1,0.1
Great Britain,Monthly,September 2002,Percentage of total,Light goods vehicles,4.4,95.4,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Monthly,October 2002,Percentage of total,Light goods vehicles,4.5,95.3,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,November 2002,Percentage of total,Light goods vehicles,5.0,94.5,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Monthly,December 2002,Percentage of total,Light goods vehicles,4.2,95.1,[low],[low],[low],[low],[low],[low],[low],0.7,[low],100.0,[low],[low]
Great Britain,Monthly,January 2003,Percentage of total,Light goods vehicles,3.3,95.9,[low],[low],[low],[low],[low],[low],[low],0.8,[low],100.0,[low],[low]
Great Britain,Monthly,February 2003,Percentage of total,Light goods vehicles,3.8,94.9,[low],[low],[low],[low],0.1,[low],[low],1.2,[low],100.0,0.1,0.1
Great Britain,Monthly,March 2003,Percentage of total,Light goods vehicles,3.3,95.8,[low],[low],[low],[low],[low],[low],[low],0.9,[low],100.0,[low],[low]
Great Britain,Monthly,April 2003,Percentage of total,Light goods vehicles,3.0,95.8,[low],[low],[low],[low],0.1,[low],[low],1.2,[low],100.0,0.1,0.1
Great Britain,Monthly,May 2003,Percentage of total,Light goods vehicles,3.8,95.3,[low],[low],[low],[low],[low],[low],[low],0.8,[low],100.0,[low],[low]
Great Britain,Monthly,June 2003,Percentage of total,Light goods vehicles,3.8,94.9,[low],[low],[low],[low],0.1,[low],[low],1.1,[low],100.0,0.1,0.1
Great Britain,Monthly,July 2003,Percentage of total,Light goods vehicles,3.8,94.9,[low],[low],[low],[low],[low],[low],[low],1.3,[low],100.0,[low],[low]
Great Britain,Monthly,August 2003,Percentage of total,Light goods vehicles,4.6,94.4,[low],[low],[low],[low],[low],[low],[low],1.0,[low],100.0,[low],[low]
Great Britain,Monthly,September 2003,Percentage of total,Light goods vehicles,3.9,95.2,[low],[low],[low],[low],[low],[low],[low],0.8,[low],100.0,[low],[low]
Great Britain,Monthly,October 2003,Percentage of total,Light goods vehicles,3.7,95.7,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,November 2003,Percentage of total,Light goods vehicles,3.1,95.9,[low],[low],[low],[low],0.1,[low],[low],0.9,[low],100.0,0.1,0.1
Great Britain,Monthly,December 2003,Percentage of total,Light goods vehicles,4.3,94.6,[low],[low],[low],[low],0.1,[low],[low],1.0,[low],100.0,0.1,0.1
Great Britain,Monthly,January 2004,Percentage of total,Light goods vehicles,3.2,95.8,[low],[low],[low],[low],[low],[low],[low],1.0,[low],100.0,[low],[low]
Great Britain,Monthly,February 2004,Percentage of total,Light goods vehicles,4.0,94.9,[low],[low],[low],[low],[low],[low],[low],1.1,[low],100.0,[low],[low]
Great Britain,Monthly,March 2004,Percentage of total,Light goods vehicles,3.5,95.8,[low],[low],[low],[low],[low],[low],[low],0.7,[low],100.0,[low],[low]
Great Britain,Monthly,April 2004,Percentage of total,Light goods vehicles,2.9,96.6,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Monthly,May 2004,Percentage of total,Light goods vehicles,3.3,96.0,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,June 2004,Percentage of total,Light goods vehicles,3.8,95.7,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Monthly,July 2004,Percentage of total,Light goods vehicles,3.2,96.2,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,August 2004,Percentage of total,Light goods vehicles,4.9,94.5,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,September 2004,Percentage of total,Light goods vehicles,3.2,96.5,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,October 2004,Percentage of total,Light goods vehicles,2.6,97.1,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Monthly,November 2004,Percentage of total,Light goods vehicles,3.1,96.3,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,December 2004,Percentage of total,Light goods vehicles,3.9,95.3,[low],[low],[low],[low],[low],[low],[low],0.7,[low],100.0,[low],[low]
Great Britain,Monthly,January 2005,Percentage of total,Light goods vehicles,3.3,96.1,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,February 2005,Percentage of total,Light goods vehicles,3.8,95.2,[low],[low],[low],[low],[low],[low],[low],1.0,[low],100.0,[low],[low]
Great Britain,Monthly,March 2005,Percentage of total,Light goods vehicles,2.9,96.4,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,April 2005,Percentage of total,Light goods vehicles,3.0,96.6,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,May 2005,Percentage of total,Light goods vehicles,3.0,96.3,[low],[low],[low],[low],[low],[low],[low],0.6,[low],100.0,[low],[low]
Great Britain,Monthly,June 2005,Percentage of total,Light goods vehicles,3.2,96.3,[low],[low],[low],[low],[low],[low],[low],0.5,[low],100.0,[low],[low]
Great Britain,Monthly,July 2005,Percentage of total,Light goods vehicles,3.4,95.9,[low],[low],[low],[low],[low],[low],[low],0.7,[low],100.0,[low],[low]
Great Britain,Monthly,August 2005,Percentage of total,Light goods vehicles,4.6,95.1,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,September 2005,Percentage of total,Light goods vehicles,3.3,96.5,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,October 2005,Percentage of total,Light goods vehicles,2.6,96.9,[low],[low],[low],[low],[low],[low],[low],0.4,[low],100.0,[low],[low]
Great Britain,Monthly,November 2005,Percentage of total,Light goods vehicles,2.5,97.2,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,December 2005,Percentage of total,Light goods vehicles,3.4,96.3,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,January 2006,Percentage of total,Light goods vehicles,2.1,97.6,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,February 2006,Percentage of total,Light goods vehicles,2.9,96.7,[low],[low],[low],[low],0.1,[low],[low],0.3,[low],100.0,0.1,0.1
Great Britain,Monthly,March 2006,Percentage of total,Light goods vehicles,1.5,98.3,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,April 2006,Percentage of total,Light goods vehicles,2.4,97.4,[low],[low],[low],[low],0.1,[low],[low],0.1,[low],100.0,0.1,0.1
Great Britain,Monthly,May 2006,Percentage of total,Light goods vehicles,2.2,97.6,[low],[low],[low],[low],[low],[low],[low],0.2,[low],100.0,[low],[low]
Great Britain,Monthly,June 2006,Percentage of total,Light goods vehicles,2.1,97.6,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,July 2006,Percentage of total,Light goods vehicles,2.6,97.1,[low],[low],[low],[low],[low],[low],[low],0.3,[low],100.0,[low],[low]
Great Britain,Monthly,August 2006,Percentage of total,Light goods vehicles,3.5,96.1,[low],[low],[low],[low],0.1,[low],[low],0.4,[low],100.0,0.1,0.1
Great Britain,Monthly,September 2006,Percentage of total,Light goods vehicles,1.7,98.1,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,October 2006,Percentage of total,Light goods vehicles,1.9,97.6,[low],[low],[low],[low],0.2,[low],[low],0.3,[low],100.0,0.2,0.2
Great Britain,Monthly,November 2006,Percentage of total,Light goods vehicles,1.8,98.1,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,December 2006,Percentage of total,Light goods vehicles,2.7,97.3,[low],[low],[low],[low],[low],[low],[low],0.1,[low],100.0,[low],[low]
Great Britain,Monthly,January 2007,Percentage of total,Light goods vehicles,1.8,98.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],100.0,[low],[low]
Great Britain,Monthly,February 2007,Percentage of total,Light goods vehicles,2.5,97.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],100.0,[low],[low]
Great Britain,Monthly,March 2007,Percentage of total,Light goods vehicles,1.3,98.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],100.0,[low],[low]
Great Britain,Monthly,April 2007,Percentage of total,Light goods vehicles,2.1,97.7,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Monthly,May 2007,Percentage of total,Light goods vehicles,2.1,97.7,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Monthly,June 2007,Percentage of total,Light goods vehicles,1.9,98.0,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Monthly,July 2007,Percentage of total,Light goods vehicles,2.3,97.5,[low],[low],[low],[low],0.1,[low],[low],[low],[low],100.0,0.1,0.1
Great Britain,Monthly,August 2007,Percentage of total,Light goods vehicles,3.8,95.9,[low],[low],[low],[low],0.2,[low],[low],0.1,[low],100.0,0.2,0.2
Great Britain,Monthly,September 2007,Percentage of total,Light goods vehicles,1.5,98.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],100.0,[low],[low]
